,Unnamed: 0,names,tag_lines,personality,sex,breed,rescue_grp,location,coat,date,fee,age_in_months,preference
481,481,Missy,Magical Missy,"Please share to show you care.
Missy 
2yo
Missy MC 956000010926846
Source number #RE147928 
Adoption fee $150 
Missy is a beautifully coloured Tortishell Tabby and is a gem of a cat with a stunning nature. 
Missy is so much fun, full of life and love. 
She's a smoocher, loves to run up to say hello then run away to play. 
She sleeps with her foster carer and loves to get under the covers and snuggle and purr. 
Missy adores being outside so an enclosed safe yard or large cat enclosure would be ideal for her happiness. 
Missy is a classy looking girl, long model type legs and a wonderful snuggly nature. But unfortunately she is definately a single type of girl and prefers her own company or that of her loving human/s.
So no other cats or dogs for this sweetheart, she only has eyes for you.
She is desexed, vaccinated, kitty litter trained, free of worms and fleas and absolutely will make her furrever family very happy indeed. 
All CARMAR cats and canines are fostered in private homes, in Echuca 3 hours North of Melbourne. 
They are used to the comings and goings ,noises ,smells and environments of a normal household. They are all temperament tested, recieve basic training, are desexed, michrochipped,vaccinated,wormed, flea free.
If you are interested in any of our companion animals, CARMAR require a completed Expression of Interest form (EOI)which can be downloaded from our web page at
www.carmar.com.au 
Or click on our Petrescue link below and follow the prompts. 
Missy
www.petrescue.com.au/listings/ 
All CARMAR pets
https://www.petrescue.com.au/groups/11372 
CARMAR foster carers use and recommend 
Catnip Cat Enclosures made right here in Echuca!
And if you adopt a cat from CARMAR, Catnip Cat Enclosures will give you a discount on the purchase price when you order an enclosure through them! 
CATNIP CAT ENCLOSURES 
Catnip cat enclosures are the original designers and manufacturers of modular cat enclosures and tunnels, cat parks and cat cages in Australia. 
 Enclosures can move house with you 
 Your cat has its own outdoor territory attach to the house via a pet door 
 Council approved 
 Birds and wildlife are safe in your garden 
 No more conflict with your neighbors or their dogs 
 Ability to add on to your existing Catnip Modular Cat Enclosure 
Web site
https://catnip.com.au/ 
Facebook page
https://www.facebook.com/catnipcatenclosures",Female,Domestic Short Hair Cat,CARMAR,"Echuca, VIC",Short,"15 Jan, 2022",150.00,25.0,
482,482,Asha,Sweet n petite,"Asha is around 6-8 months old she came from a local pound with 2 kittens. Only a young cat herself .
She has now been desexed so no more kittens ! Vaccinated and microchipped as well
As worm
And flea treated. She has a very loving temperament. She is a small cat and not likely to grow much due to her having kittens so young. 
Would suit any family environment single / couple or kids.
Available Petstock Altona",Female,Domestic Short Hair Cat,Sally's Cat & Kitten Rescue Inc,"Williamstown North, VIC",Short,"13 Jan, 2022",250.00,12.0,
483,483,Krill,Looking for love,"I am a cheeky boy who is bursting with personality. I'm a young boy with a lot of energy to burn so my new owners will need to provide me with lots of enrichment to keep me busy! I do enjoy my down time too so wouldn't mind a snuggle on the couch with my new owners of an evening. My new owners will need to help me keep my coat looking beautiful with regular brushing but I promise to repay you with endless smooches. If I sound like the perfect fit for your home please apply today!
Indemnites- Feline Lymphocytic Plasmacytic Gingivitis/stomatit
Microchip number: #956000013255222
Source Code: BR100934",Male,Domestic Medium Hair Cat,RSPCA Burwood East Victoria,"Burwood East, VIC",Short,"04 Jan, 2022",120.00,7.0,
484,484,Sierra F01869 ,Sweet Sierra,"Hi my name is Sierra! Heres a little more about me 
My favourite food: Black Hawk dry food 
My favourite toy: Scratching post 
My favourite place: Wherever you are! 
Personality: I am the sweetest fur girl you will ever meet! Sometimes I take a little time to warm up to new friends, but once I get to know you, I turn into a purring queen! I love to jump onto my human shelter friends laps for much loved pats and cuddles. I enjoy spending some alone time on my favourite scratching post, bird watching, napping and people watching.
Accolades: Expert bird watcher 
Best feature: My very loving nature 
My Forever home: I would be happiest living in a settled home where I can have all the comforts life can offer me. I am a gentle fur lady looking for a gentle forever family who will happily accept my loving lap cuddles, and also provide me with my very own special spot for some much loved me time. I am looking for a forever home where I will be the only fur queen of the house, as I am not very fond of my own kind, and dont want to share your love! 
Sierra will stay with us for as long as it takes to find her forever home. Our staff are providing her with all the TLC that she so very much deserves, but she would love nothing more than to have a family of her own.",Female,Domestic Short Hair Cat,Mornington Peninsula Community Animal Shelter,"Mornington, VIC",Short,"04 Jan, 2022",,25.0,Doesn't have cats| Doesn't have dogs| Doesn't have kids under 5| Doesn't have kids from 6 to 12
485,485,Turbo,Looking for love,"hello my name is Turbo,
I am a shy guy looking for a family to call my own.
I promise when you meet me I will Turbo zip into your heart.
I do suit a quite home and possibly with a mature feline friend to show me the ropes of family life.
microchip number: 956000014550147
Source number: BR100934",Female,Domestic Short Hair Cat,RSPCA Portland Victoria,"Portland, VIC",Short,"08 Jan, 2022",,3.22,
486,486,Ally,Sweet wee girl,"Poor wee Allys mummy has passed away.
She has no home to go to and needs a special family to take care of her.
Ally is around 7 years old, shes a gentle soul whos a little shy on first presentation but she loves to sleep on your lap and bed when she trusts you.
She is such a sweet girl.
She needs a quieter home who will give her the love and patience she needs.
Ally has just had a clean bill of health including a dental clean with a couple of extractions.
We are looking for ideally a quiet home with no young children or dogs.
She appears comfortable with a quiet cat. She is an indoor cat only.
Big open spaces currently scare her.
When Ally is happy and purring likes to drool. She is so sweet.
Thank you",Female,Domestic Short Hair Cat,MEOW Rescue,"Sandhurst, VIC",Short,"03 Jan, 2022",160.00,83.0,Doesn't have dogs| Doesn't have kids under 5| Doesn't have kids from 6 to 12
487,487,Patitchi (Chi Chi),Best. Cat. Ever,"Chi chi is a 6 year old gentleman with a big heart. He is looking for his forever home after recently he surrendered when his family had to move interstate. 
He loves being around other cats & doing his own thing. He will find a comfy spot & sleep the day away while you are at work & then be your shadow when you come home at night. 
He does need to have access to the backyard - he will try to escape if you are not watching at the door. 
He is a big cuddly teddy bear &great company. Hes also a great listener.",Male,Domestic Short Hair Cat,Hannahs Haven,"Mordialloc, VIC",Short,"14 Jan, 2022",200.00,72.0,
488,488,Tarzan,Affectionate Wild Child,"Based in Horsham Rural Victoria.
No we don't do deliveries, you need to travel.
Time has come for us to start the search for a special home for Tarzan.
This fellow is an interesting character that we have been working with since he entered our care from a pound in late October 2021. Then he was a reactive kitten that used his mouth and claws a lot with significant pressure.
Tarzan is an active, confident and playful boy that we suspect has some bengal bloodline in his DNA. Many of his ""wild child"" elements match with bengal behaviours.
Tarzan needs a committed home that is child free. A home that will do lots of mental stimulation but also establish and maintain clear boundaries and expectations. Tarzan can still be defensive and use his mouth and claws if he feels threatened, but with significantly less intensity. On the flip side Tarzan can be super sweet and affectionate. He loves to sleep with his human.
Tarzan is in foster care with dogs and cats. The other cats do tend to have low tolerance for his intensity in play.
Tarzan's estimated date of birth is 18 August 2021. His adoption fee is $250 and Tarzan goes to his carefully selected home flea and worm treated, vaccinated, desexed and microchipped.
To find out more please contact Carolyn on 0427 221 231.
Microchip Number 956000014420178
Pet Exchange Number RE100092",Male,Bengal x Domestic Short Hair Cat,Phoenix Animal Rescue Horsham,"Horsham, VIC",Short,"03 Jan, 2022",250.00,4.0,Doesn't have kids under 5| Doesn't have kids from 6 to 12
489,489,Sara Ghost,Bonded Pair,"Based in Horsham Rural City Council - Rural Victoria. - you need to travel to meet the bonded sisters we do not transport to you.
Bonded Sisters. Ghost and Sara are in foster care together and it has been found these sister are bonded - Ghost is reliant on her sister Sara so we will only rehouse these girls together.
Sara and Ghost are 2 year old Sisters that have always lived a total indoor lifestyle.
Both girls will need some time to settle into their new home as they can be a little unsure initially, but quickly adapt and seek pats, a lap and loving from humans.
Sara and Ghosts combined adoption fee is $400. They go to their new home flea and worm treated, desexed, microchipped and had their first vaccination.
To find out more about Sara and Ghost please contact Carolyn on 0427 221 231.
Sara Microchip Number 985141004438105
Ghost Microchip Number 985141004437903
RE100092",Female,Domestic Short Hair Cat,Phoenix Animal Rescue Horsham,"Horsham, VIC",Short,"03 Jan, 2022",400.00,25.0,Doesn't have cats| Doesn't have dogs| Doesn't have kids under 5| Doesn't have kids from 6 to 12
490,490,Hermoine,Full of fun and tori-tude,"Based in Horsham Rural Victoria- you need to travel to meet Hermione we do not transport to you.
Hermoine is one of the Harry Potter Litter that came into PARH in early October 2021.
Hermoine is a terrific torti girl that is the boss of the litter  Hermoine is tenacious and is playful. This girl is stunning to look at and has the personality to keep you on your toes .
Unfortunately Hermoine has had cat flu and was the sickest of the litter which has meant she has had to been medicated for many weeks. Hermoine was not overly impressed at all by having to take tablets and drops in her eyes. Hermoine can be a little bit fiesty with medication.
Hermoine's date of birth is 9 August 2021. Whilst Hermoine has had cat flu she is now fully recovered. There is a risk she may be a carrier of the disease and may show some signs of illness (a cold) at high stress times. 
Hermoine goes to her new home flea and worm treated, vaccinated, microchipped and desexed. Her adoption fee is $250. This girl will steal your heart and demand attention.
Hermoine will not suit a home with young children due to her tenacious torti nature.
To find out more about Hermoine please contact us.
Microchip Number  985141003963019
Pet Exchange Number RE100092",Female,Domestic Medium Hair Cat,Phoenix Animal Rescue Horsham,"Horsham, VIC",Medium,"03 Jan, 2022",250.00,5.0,Doesn't have kids under 5
491,491,Neville Longbottom,Sweet Natured,"Based in Horsham Rural Victoria- you need to travel to meet Neville we do not transport to you.
Time has come for Neville Longbottom to start looking for a loving home. Neville is one of the Harry Potter Litter that came into PARH in early October.
Neville is an affectionate boy that will need time to settle into a new home. Unfortunately Neville has had cat flu which has meant he has had to been medicated and can be a little unsure of people approaching him as he thinks this means more medication. This will improve with time and patience.
Neville Longbottom's date of birth is 9 August 2021. Whilst Neville has had cat flu he is now fully recovered. There is a risk he may be a carrier of the disease and may show some signs of illness (a cold) at high stress times. 
Neville goes to his new home flea and worm treated, vaccinated, microchipped and desexed. His adoption fee is $250. This fellow will shine in the right home.
Neville Longbottom would be best in a home without small children or high noise and busy homes.
To find out more about Neville Longbottom please contact us.
Microchip Number 985141003959591
Pet Exchange Number RE100092",Male,Domestic Short Hair Cat,Phoenix Animal Rescue Horsham,"Horsham, VIC",Short,"03 Jan, 2022",250.00,5.0,Doesn't have kids under 5
492,492,Mr Biggles the utter bastard cat,www.utterbastardcat.com,"NOT CURRENTLY AVAILABLE FOR ADOPTION
Mr Biggles (also known as Lord Bigglesworth) is an utter utter utter bastard. He looks gorgeous with his slinky shiny black fur and big yellow eyes... but beware. If he doesn't like what you're doing he will give you a nip! Sometimes he likes to swipe at your feet too. It just depends on what he can reach at the time. 
Mr Biggles does not like to be thwarted. He throws a catty tantrum if he can't go outside when he wants to be let out (and he wasn't allowed outside for the first couple of weeks at his carers house so there was a few tantrums!). Not being fed on time, or allowed to strut across the kitchen benches helping himself to whatever is there is also a tantrum inducing exercise. 
Mr Biggles is a despot and dictator, he will let you know he is not happy, which is often because things are often just not up to his high standards. There is some warning that Lord Bigglesworth is displeased with you, his eyes will go dark and tail will start swishing harder. Mr Biggles likes his cuddles on his terms, and will sit in your lap when he decides it's time. If the stroking is not up to his standards, he will nip you. 
Shhhhh... Mr Biggles does have a secret soft side... he plays with kittens and actually does love a cuddle from time to time. He loves to be involved with what you're doing and loves to have a chat, he will respond if you talk to him. While he's not a fan of being picked up, likes a pat and cuddle from time to time and even permits kisses on his shiny black head if he's feeling mellow. He loves sleeping on the end of the humans bed, and in his cat bed (and he snores just a little bit, it's so cute). He loves to be out in the backyard stalking the chickens and supervising the gardening, and he has been saying playing with the dog (and not drawing blood).
And now I'm in trouble for telling his softie secrets so I have been ordered to say that Lord Bigglesworth believes he was put on this earth to be decorative and be worshipped by his human slaves!
PLEASE NOTE: Mr Biggles is not available for adoption, if you think he's a bastard normally he'd be 1000% worse after being stuck in quarantine for six months then on a plane. So we're not going to put anyone's lives at risk by doing that... Mr Biggles will be available for worship at his hissing booth which travels around cat shows and adoption days. Fans can write to him via humanslave@utterbastardcat.com with your missives of admiration or your own bastard / bitch cat stories (with pictures please!) and Mr Biggles will publish the ones he deems acceptable on his website utterbastardcat.com. Thank you everyone who has written to us about Mr Biggles, we are trying to respond to each and every one of you! 
STOP PRESS! Exclusive interview with Mr Biggles now available for viewing by his adoring public. Media requests and applications for slavery to Lord Bigglesworth can be sent to humanslave@utterbastardcat.com. Yes he has his own website, utterbastardcat.com. He'll be publishing more about his life, including ""stalking chickens 101"", ""how to play with a dog and not kill it"", ""getting what you want from human slaves"" and of course what's he's well known for... ""rip shred tear - being firm with boundaries"".",Male,Domestic Short Hair Cat,Cat People of Melbourne,"Werribee, VIC",Short,"03 Jan, 2022",,79.0,Doesn't have kids under 5| Doesn't have kids from 6 to 12
493,493,Halloumi Cheez,Loves other cats,"Halloumi came into our care off the streets heavily pregnant. She gave birth to her beautiful babies Cheddar, Camembert, Colby & Brie who have all gone to wonderful homes. Now its Halloumis turn to find her furever home. Halloumi is quite timid and still a little wary of humans. It has taken lots of love and patience for her to allow herself to be patted by her carer. However Halloumi adores other cats. 
She has been well socialised with a variety of other foster cats and kittens who she loves to chase and play with. Halloumi would be best suited to a house with another cat to play with. Halloumi would love to be a rodent operative, and murder mousies for you, in return for food and shelter and being decorative. 
Please note: It will take time and patience for you to earn Halloumis trust, experience with Scardie Cats would be a bonus! If you're up for the challenge, submit an enquiry now! 
Halloumi Cheez is a healthy raw fed cat who has been wormed, flea treated, vaccinated, desexed and microchipped (microchip #956000013384705, source #RE101165). She is available for adoption right now! Her adoption fee also includes her second vaccination at one of our rescue vets.
----------------
We are run by volunteers. We are online between 10am and 6pm daily and try to respond within 24 hours. If you want us to follow up, you can text the Cat Phone on 0415-241-211.
To adopt from us you'll be required to have minimum an online meet & greet, a remote house check, show photo ID & proof of address, and fill out & sign an adoption contract. 
Our animals are fully vet checked, flea treated, wormed, vaccinated and desexed before being advertised. They are evaluated for behavioural traits, fed a high-quality diet, and any known issues are communicated. NOT NEGOTIABLE CONDITIONS: indoor only/restrained to property & must be fed raw or vet prescription wet food.
We will communicate through every step of the process to ensure that the experience is excellent your  feline companion is the right fit. Read the contract for T&Cs for returns. 
You must have residency in Australia to adopt from Cat People of Melbourne. If you are visiting or on a visa, talk to us about fostering instead!",Female,Domestic Short Hair Cat,Cat People of Melbourne,"Werribee, VIC",Short,"15 Jan, 2022",200.00,33.0,
494,494,Mumma Dee,Scared but sweet,"My name is Dee. I had a very hard life outdoors and had to work on my """"people skills"""" for a while because I don't trust people.  I am better now compared to what I was thanks to a rehab program I have been through but I still struggle with trust issues. I am what some people would call a Feral but really I am just a cat looking for my own very special person who would trust me and be patient with me.
I am not very cuddly yet but I have a good heart. I love other cats!!! I would love to have a brother or a sister to share the sunny afternoons with. I would let them play with all my toys and eat my food....
As for the human, it will take me a while to trust you but when I do, I will love you deeply and be loyal only to you. 
My foster mummy says it will take somebody just as stubborn as me to handle me. You, my special human, have to be kind and patient  with me and be willing to teach me how to be a cat.
I had to learn to accept pats and learn to meow like other cats but I'm still working on being picked up.
I can't ever be an outdoor cat again because I would quickly revert to my old ways, so please keep me inside and teach me what being a domestic cat is like.
My foster mommy is willing to teach you how to handle me if you are willing to give me your love, compassion and commitment. 
I need a calm house with no dogs or young children. If you're the person for me, submit an enquiry now!
Mumma Dee is a healthy raw fed cat who has been wormed, flea treated, vaccinated, desexed and microchipped (microchip #953010003843146, source #RE101165). She is available for adoption right now!
----------------
We are run by volunteers. We are online between 10am and 6pm daily and try to respond within 24 hours. If you want us to follow up, you can text the Cat Phone on 0415-241-211.
To adopt from us you'll be required to have minimum an online meet & greet, a remote house check, show photo ID & proof of address, and fill out & sign an adoption contract. 
Our animals are fully vet checked, flea treated, wormed, vaccinated and desexed before being advertised. They are evaluated for behavioural traits, fed a high-quality diet, and any known issues are communicated. NOT NEGOTIABLE CONDITIONS: indoor only/restrained to property & must be fed raw or vet prescription wet food.
We will communicate through every step of the process to ensure that the experience is excellent your  feline companion is the right fit. Read the contract for T&Cs for returns. 
You must have residency in Australia to adopt from Cat People of Melbourne. If you are visiting or on a visa, talk to us about fostering instead!",Female,Domestic Short Hair Cat,Cat People of Melbourne,"Kurunjang, VIC",Short,"15 Jan, 2022",200.00,51.0,Doesn't have kids under 5| Doesn't have kids from 6 to 12
495,495,Mabel Malone,Beautiful but shy,"I find it hard to talk about myself as Im quite shy  I hope you understand. Its not anything to do with you, I am timid around people, so I have to get to know you really really well before letting my guard down. Most people call me Mae for short and I like that, although I love my name Mabel, too! I do wear my little tuxedo coat with pride and once I get to know you I think I would like you to scratch and pat me. But sudden movements and loud noises scare me to bits, so I often run and hide. I have heard it said that I have a very sweet nature - it just takes me a very long time to get comfortable around people as Im often pretty afraid of them. I dont think Id be afraid of you though, especially if you make me feel safe and warm and comfortable. 
Do you have a kitty of your own who is looking for a playmate? I have an adopted brother who came in as a kitten and I love having the little one around. So if you have a little kitten at home who needs a companion like me that would be purrfect for all of us! I hope you can see that I am a lovely girl who just wants some love and tenderness from someone who understands that it may take me a while to come out of my shell. Are you my someone? Will you be the one to submit an enquiry today? 
Mabel is a healthy raw fed cat who has been wormed, flea treated, vaccinated, desexed and microchipped (microchip #953010004958817, source #RE101165). She is available for adoption right now!
----------------
We are run by volunteers. We are online between 10am and 6pm daily and try to respond within 24 hours. If you want us to follow up, you can text the Cat Phone on 0415-241-211.
To adopt from us you'll be required to have minimum an online meet & greet, a remote house check, show photo ID & proof of address, and fill out & sign an adoption contract. 
Our animals are fully vet checked, flea treated, wormed, vaccinated and desexed before being advertised. They are evaluated for behavioural traits, fed a high-quality diet, and any known issues are communicated. NOT NEGOTIABLE CONDITIONS: indoor only/restrained to property & must be fed raw or vet prescription wet food.
We will communicate through every step of the process to ensure that the experience is excellent your  feline companion is the right fit. Read the contract for T&Cs for returns. 
You must have residency in Australia to adopt from Cat People of Melbourne. If you are visiting or on a visa, talk to us about fostering instead!",Female,Domestic Short Hair Cat,Cat People of Melbourne,"Brunswick West, VIC",Short,"15 Jan, 2022",200.00,16.0,
496,496,The Cpom Cat Matching Service,cat cats and more cats!,"Want to adopt a cat? You've come to the right place. We have a number of lovely cats in care that are waiting to be matched up to their perfect forever home. 
Please send an enquiry and tell us about yourself, your family/housemates/friends, your home and most importantly... what kind of personality and good looks you are seeking from a feline companion. 
With over 60 cats in care in our foster network and more coming in all the time, if we don't have a cat to suit you right now, we will very soon!
So hit that enquiry button, send us the info and our adoptions team will send back how to get approved to adopt from Cat People of Melbourne and how to meet our cats!
Please note: we have a separate profile for kittens (https://www.petrescue.com.au/listings/817883), and have a strict kitten pairs policy unless you have a young, cat-friendly cat at home.
----------------
We are run by volunteers. We are online between 10am and 6pm daily and try to respond within 24 hours. If you want us to follow up, you can text the Cat Phone on 0415-241-211.
To adopt from us you'll be required to have minimum an online meet & greet, a remote house check, show photo ID & proof of address, and fill out & sign an adoption contract. 
Our animals are fully vet checked, flea treated, wormed, vaccinated and desexed before being advertised. They are evaluated for behavioural traits, fed a high-quality diet, and any known issues are communicated. NOT NEGOTIABLE CONDITIONS: indoor only/restrained to property & must be fed raw or vet prescription wet food.
We will communicate through every step of the process to ensure that the experience is excellent your  feline companion is the right fit. Read the contract for T&Cs for returns. 
You must have residency in Australia to adopt from Cat People of Melbourne. If you are visiting or on a visa, talk to us about fostering instead!",Female,Domestic Short Hair Cat,Cat People of Melbourne,"Melbourne, VIC",Short,"15 Jan, 2022",200.00,24.0,
497,497,Lullaby,Gentle & sweet,"Lullaby came into our care after she was found roaming the streets scared & all alone. Lullaby is a very timid but gentle girl. She is slowly learning to accept humans and pats, but is has taken lots of patience and gentle love. Lullaby likes to chase the laser light and play with her favorite toys, especially little plastic balls with the bells in the them. She's an adult now but still very much acts like a kitten! 
Lullaby has spent the last 6 months getting to know and becoming very close with her many foster brothers & sisters, especially the resident Bengal who is now her bestie!. She'll thrive in a home with other cat-friendly cats to teach her that humans are alright.
Lullaby is raw fed but really prefers biscuits, because they're crunchy and not as good for her... junk food!
Lullaby would be best suited to home with no kids or older children & at least one other cat to play with. Preferably with someone who has experience with Scaredy Cats. Please note it will take patience & time for her to trust you! If you are looking for a friend for your confident cat, look no further, Lullaby is here to take the role! Submit an enquiry now!
Lullaby is a healthy raw fed cat who has been wormed, flea treated, vaccinated, desexed and microchipped (microchip #956000013338730, source #RE101165). She is available for adoption right now!
----------------
We are run by volunteers. We are online between 10am and 6pm daily and try to respond within 24 hours. If you want us to follow up, you can text the Cat Phone on 0415-241-211.
To adopt from us you'll be required to have minimum an online meet & greet, a remote house check, show photo ID & proof of address, and fill out & sign an adoption contract. 
Our animals are fully vet checked, flea treated, wormed, vaccinated and desexed before being advertised. They are evaluated for behavioural traits, fed a high-quality diet, and any known issues are communicated. NOT NEGOTIABLE CONDITIONS: indoor only/restrained to property & must be fed raw or vet prescription wet food.
We will communicate through every step of the process to ensure that the experience is excellent your  feline companion is the right fit. Read the contract for T&Cs for returns. 
You must have residency in Australia to adopt from Cat People of Melbourne. If you are visiting or on a visa, talk to us about fostering instead!",Female,Domestic Short Hair Cat,Cat People of Melbourne,"Werribee, VIC",Short,"15 Jan, 2022",200.00,23.0,
498,498,Greta & Sophie Fluff,The Famous Fluff Sisters!,"UPDATE: Greta is now smoochy and likes pats! Sophie is learning to like pats! 
You know that meme? The one that says if you want to be judged and treated like nothing more than a feeding mechanism, play toy and general dogsbody? Look no further, these floofy sisters who were reincarnated from sassy 1920's flappers are here to make you feel as special as you are. Which to put it politely, you're their human servant and exist to pander to their every catty whim. 
Want to attack feet under the blankets at 11pm? 2am? 5am? scriff scruff here it comes, fun times!
Pull all the toys out of the toybox and spread throughout the house? Absolutely, the Fluff Sisters can do that. 
Smooch up to the resident tomcats and get groomed and admired? Yes... but don't you dare touch them with your monkey hands. Gods forbid! 
If you're really really really lucky they'll be snoozing together in their cat bed and will let you pet their adorable super soft floofy fur. But unless they're really relaxed, nope. They'll just look at you like you're the spawn of satan and run away.
Until it's breakfast or dinner, then you'll get THE LOOK. Until you feed them and then they leave you alone.
So that's the negative about the girls. 
Positives are: 
- They are no longer feral as all heck. That's right, they don't give you puncture wounds and bruises any more. 
- They do touch their noses to your finger to say hello. Greta is more confident, Sophie is still saucer eyed and convinced you're going to murder her. Maybe. 
- Can't lie, they are so cute and fun to watch when they romp around the house, play and chew cat grass, and generally hang out doing cat stuff.
- They love being on the bed. Especially when you're asleep. They're getting more confident by the day. 
- Their foster carer loves hearing their bells on their collars so they know where the sisters are, they play hide and seek. Usually the sisters hide, and the foster carer can't find them... ha! except when it's the couch, they're brave when there's a bit of furniture. 
Feel like a challenge? Ready to take on some flapper kittens with cattitude? Submit an enquiry now and learn how much your life will change for the cattier with the Fluff Sisters in it. Don't dilly dally, get onto it!
Greta and Sophie are healthy raw fed kittens who have been wormed, flea treated, vaccinated, desexed and microchipped (Greta Fluff microchip #956000011402701, Sophie Fluff microchip #956000011401589, source #RE101165). They are available for adoption right now!
----------------
We are run by volunteers. We are online between 10am and 6pm daily and try to respond within 24 hours. If you want us to follow up, you can text the Cat Phone on 0415-241-211.
To adopt from us you'll be required to have minimum an online meet & greet, a remote house check, show photo ID & proof of address, and fill out & sign an adoption contract. 
Our animals are fully vet checked, flea treated, wormed, vaccinated and desexed before being advertised. They are evaluated for behavioural traits, fed a high-quality diet, and any known issues are communicated. NOT NEGOTIABLE CONDITIONS: indoor only/restrained to property & must be fed raw or vet prescription wet food.
We will communicate through every step of the process to ensure that the experience is excellent your  feline companion is the right fit. Read the contract for T&Cs for returns. 
You must have residency in Australia to adopt from Cat People of Melbourne. If you are visiting or on a visa, talk to us about fostering instead!",Female,Domestic Medium Hair Cat,Cat People of Melbourne,"Werribee, VIC",Short,"15 Jan, 2022",475.00,8.0,
499,499,Bandido The Beastly!,Character Plus!,"Not Boring Bandit was a sweet affectation much loved indoor only family cat until one day he ran away from home. He was missing for over six months, and when he was found and returned (hooray for microchips!) the experience had changed him. He became aggressive and unpredictable and the family was no longer able to look after him.
Bandit was surrender to Cat People of Melbourne who have had him in care for almost a year. Our behavioural carers have worked with him, weve used vet recommended behavioural medications and they have helped but he would still be unpredictable at times. Then his carers discovered Bandit loved boxes. Boxes means Bandit is happy, he likes to sit in them, sleep in them, move around from box to box they work for him. And no medication side effects, ecologically sound (recyclable) and most importantly happy Bandit means happy people!
So we are looking for someone special to adopt or permanently foster Bandit. Whoever takes on this big boy needs to understand that sometimes PTSD happens and simply doesnt go away, no matter how much we love them. Hes a challenge but hes a big lovely one and we think hes worth it. Are you up for it?
PROS:
*Very affectionate
* very sweet
* Loves cuddles
* Likes to lick faces and hands
* LOVES BOXES!! Boxes make Bandit happy.
* Becoming more relaxed, and better at being handled/ confined to a section of the house.
Cons: * does not like other animals.
* cat run preferable
* can be aggressive towards humans.
* No kids allowed
* Can be territorial around doors
* fast reactions
* mood swings
* has the potential to also self harm
Bandit is a healthy cat who has been wormed, flea treated, vaccinated, desexed and microchipped (microchip #956000003647270, source #RE101165). He is available for adoption or fostering right now!
----------------
We are run by volunteers. We are online between 10am and 6pm daily and try to respond within 24 hours. If you want us to follow up, you can text the Cat Phone on 0415-241-211.
To adopt from us you'll be required to have minimum an online meet & greet, a remote house check, show photo ID & proof of address, and fill out & sign an adoption contract. 
Our animals are fully vet checked, flea treated, wormed, vaccinated and desexed before being advertised. They are evaluated for behavioural traits, fed a high-quality diet, and any known issues are communicated. NOT NEGOTIABLE CONDITIONS: indoor only/restrained to property & must be fed raw or vet prescription wet food.
We will communicate through every step of the process to ensure that the experience is excellent your  feline companion is the right fit. Read the contract for T&Cs for returns. 
You must have residency in Australia to adopt from Cat People of Melbourne. If you are visiting or on a visa, talk to us about fostering instead!",Male,Domestic Short Hair Cat,Cat People of Melbourne,"Werribee, VIC",Short,"15 Jan, 2022",200.00,100.0,Doesn't have cats| Doesn't have dogs| Doesn't have kids under 5| Doesn't have kids from 6 to 12
500,500,Chickpea,Looking for love,"Hello there, my name is Chickpea. I'm a sweet young girl who is still building her confidence with the world and the people in it. With those I'm confident with, I'm quick to purr and happy to have a gentle smooch. I like the calm, quiet environments the best, as I blossom much quicker here than in the noisy, crazy environments. I'd best suit a home where the youngest humans are familiar with cats and are primary school aged or above. I've got a couple of things in my medical history that my RSPCA friends would be more than happy to talk you through. If you feel there's a spot in your home for the curious and gentle little girl, please submit an application!
My microchip number is: 956000013274197",Female,Domestic Medium Hair Mix Cat,RSPCA Burwood East Victoria,"Burwood East, VIC",Short,"03 Jan, 2022",120.00,7.0,
501,501,Hana,Looking for love,"Meet Hana, 
This sweet little lady is on the look out for her forever family! 
Hana looooves humans and will follow her person around. She gives out lots of purs when she's getting pats and cuddles. 
She enjoys playing with her toys, hiding in all the best hiding spots and climbing the cat tower! 
Shes a confident girl who would suit most households!",Female,Domestic Medium Hair Cat,Waggin Tails Rescue,"Corio, VIC",Medium,"02 Jan, 2022",300.00,3.22,
502,502,Phoebe,Looking for love,"HI THERE MY NAME IS ""PHOEBE""  - Like all sidekicks, I'm just plain good company. I like attention, and I also like my solitude. If you are looking for a steady companion, look no further. I am confident and affectionate. My favourite thing in the world is meeting new people! I might be ok living with a friendly dog and I was friends with the cat I use to live with, but I don't click with all cats.
I love being with people so I'd like to stay inside with you, but having an outdoor cat run to play in would be awesome!
MC- 953010004571583",Female,Domestic Short Hair Cat,RSPCA Pearcedale Victoria,"Pearcedale, VIC",Short,"05 Jan, 2022",22.00,22.0,
503,503,Fonz,Looking for love,"Fonz was surrendered to the RSPCA by the previous owner. We have some prior history.
When it comes to relationships, I don't leap in paws first, if you know what I mean. But give me a little time, and I'll shower you with love. 
I don't need a babysitter, and I'm perfectly happy with my own company. I'll let you know when I want a scratch behind the ear. 
I do love to play with my toys though...
I'd quite like to live with a friendly cat for company as I have previously lived with other cats.  I might be ok living with a friendly dog.
I prefer to be indoors but I would really enjoy having an outdoor cat run to play in!
MC: 956000014480860",Male,Domestic Short Hair Cat,RSPCA Pearcedale Victoria,"Pearcedale, VIC",Short,"05 Jan, 2022",22.00,13.0,
